SKU,Descripción,Stock
1SVR730884R1300,CM-MPS.31S Relevador Monit. Redes Trifasicas  falla de fase  sec. fases  sobre-voltaje  bajo-voltaje  2c/o  0.1-30s  L1-L2-L3=3x160-300Vca,20
1SVR730884R3300,CM-MPS.41S Relevador Monit. Redes Trifasicas  falla de fase  sec. fases  sobre-voltaje  bajo-voltaje  2c/o  0.01-30s  L1-L2-L3=3x300-500Vca,9
1SVR740850R2100,CM-ENS.13P Relevador Monitoreo Liquid. 1c/o  sensitivity 5-100kOhm,9
1SYG207581R4051,Multifunction Meter with Modbus communication,4
10046555,Zapata p/item de 1600A bolsa3 piezas,4
101219,GPS1BSAJ GUARDAMOTOR 4-6.3A,1
102407,BOBINA 24V P/MINICONTACTOR,10
102409,BOBINA 115V P/MINICONTACTOR,10
102619,MC1A310T3 MINICONTACTOR BOBINA,20
1045T-N,CONTACTO MAG. INDUSRIAL,62
1085T-N,"CONTACTO MAG. SUPERFICIAL C/B 1""",820
109393,CONTATOR CL03A310M5 BOBINA,3
109465,CONTACTOR CL04A310M3 BOBINA,2
116B6708G43R73R4,LUCES PILOTO,1
12DTTLLED22RGB,12DTTLLED22RGBBWVB,1
12YDLED430MV30B,LUMINARIA DE EMP PLAFON 12W,1
12282713,INTERRUPTOR TERMOMAGNÉTICO CAJA MOLDEADA DWA 1600H Icu (CAPACIDAD INTERRUPTIVA ALTA) EN 220 / 440 Vca de 100 / 65 (kAmp) DISPARADOR ELECTRÓNICO LSI  MARCA WEG  MODELO DWA1600H-E1600-3  640-1600 AMPERES.,2
123H171B,REELEVADOR TERMICO,4
12589,MASKING TAPE 1/2,20
12591,MASKING TAPE DE 1,16
12865,,3
14337,PAR30 75 W 130V C7BASE E26 OSRAM,4
15DAR111LED30V24,FOCO AR111 3000K LED  15W,2
15D21G002,BOBINA N1 115-120V,46
15D21G003,BOBINA N1 230-240V,22
15D21G004,BOBINA 460-480v,4
15D21G005,BOBINA T-1 575/600V,2
15D21G023,BOBINA 200 - 208v,6
15D21G063,BOBINA MAG. 208V T-00 0 1,1
15D22G002,BOBINA N2 115-120V,29
15D22G003,BOBINA 230-240v,10
15D22G004,BOBINA 460-480v,15
15D22G063,BOBINA MAG. 208V T-2,1
15D23G002,BOBINA MAG. 120V T-2,4
15D23G003,220 VOLTS,1
1620-LED/GF,LUMINARIA DE LED PARA MURO,3
1640-LED/GF,LUMINARIO PARA MURO LED GRAFITO,2
18YDLED430MV65B,BUCARAMANGA VIII INT EMP LED 18W100-240V,10
187D350P001,BARRA SOPORTE P/CONTACTO MOVIL T-00 0 1,9
188D700P003,BARRA SOPORTE P/CONTACTO MOVIL T-2,17
188D711P001,CUBIERTA PARA CONTACTOS MOVILES T-00 0 1,3
2AAF01,ARBOTANTE ALM-3073WS,2
2ADI55,DXB-88657 ARBOTANTE ORO BOLA NEGRA,4
2CCA703400R0001,E219-B Indicat.Lights.white,10
2CCA703401R0001,E219-CPiloto 16 A 115 230 V 2LED Red,10
2CCA703402R0001,E219-D Indicat.Lights.green,10
2CDG110071R0011,UK/S32.2 Universal I/O Concentrator  32-fold  MDRC,9
2CDG110166R0011,2CDG110166R0011,4
2CDG110171R0011,LK/S4.2 Line Coupler  MDRC,2
2CDG110183R0011,INTERRUPTOR 12 - 6 AW,4
2CDG110243R0011,2CDG110243R0011,1
2CDL200001R0001,Tapas Finales  Tipo PS-END,1047
2CDL200001R0011,SZ-BSK   Terminal Cover,329
2CDL200001R5015,Ast 50/15 Connecting terminal,6
2CDL210001R1060,PS1/60  Busbar,169
2CDL220001R1658,PS 2/58/16  Busbar,32
2CDL230001R1660,PS 3/60/16  Busbar,21
2CDL231001R1012,PS3/12  Busbar,66
2CDS200909R0001,S2C-A1 Shunt Trip  12...60V,46
2CDS200912R0001,S2C-H6R,20
2CDS211001R0024,Int. Termomagnético SH201 C2 6kA,97
2CDS211001R0044,Int. Termomagnético SH201 C4 6kA,43
2CDS211001R0064,Int. Termomagnético SH201 C6 6kA,108
2CDS211001R0104,Int. Termomagnético SH201 C10 6kA,649
2CDS211001R0164,Int. Termomagnético SH201 C16 6kA,832
2CDS211001R0204,Int. Termomagnético SH201 C20 6kA,841
2CDS211001R0254,Int. Termomagnético SH201 C25 6kA,163
2CDS211001R0324,Int. Termomagnético SH201 C32 6kA,633
2CDS211001R0404,Int. Termomagnético SH201 C40 6kA,210
2CDS211001R0504,Int. Termomagnético SH201 C50 6kA,274
2CDS211001R0634,Int. Termomagnético SH201 C63 6kA,277
2CDS212001R0024,Int. Termomagnético SH202 C2 6kA,58
2CDS212001R0044,Int. Termomagnético SH202 C4 6kA,37
2CDS212001R0064,Int. Termomagnético SH202 C6 6kA,96
2CDS212001R0104,Int. Termomagnético SH202 C10 6kA,81
2CDS212001R0164,Int. Termomagnético SH202 C16 6kA,168
2CDS212001R0204,Int. Termomagnético SH202 C20 6kA,690
2CDS212001R0254,Int. Termomagnético SH202 C25 6kA,90
2CDS212001R0324,Int. Termomagnético SH202 C32 6kA,714
2CDS212001R0404,Int. Termomagnético SH202 C40 6kA,1
2CDS212001R0504,Int. Termomagnético SH202 C50 6kA,73
2CDS212001R0634,Int. Termomagnético SH202 C63 6kA,59
2CDS213001R0024,Int. Termomagnético SH203 C2 6kA,52
2CDS213001R0044,Int. Termomagnético SH203 C4 6kA,45
2CDS213001R0064,Int. Termomagnético SH203 C6 6kA,32
2CDS213001R0104,Int. Termomagnético SH203 C10 6kA,128
2CDS213001R0164,Int. Termomagnético SH203 C16 6kA,150
2CDS213001R0204,Int. Termomagnético SH203 C20 6kA,222
2CDS213001R0254,Int. Termomagnético SH203 C25 6kA,105
2CDS213001R0324,SH203-C32,110
2CDS213001R0404,Int. Termomagnético SH203 C40 6kA,67
2CDS213001R0504,Int. Termomagnético SH203 C50 6kA,86
2CDS213001R0634,Int. Termomagnético SH203 C63 6kA,36
2CDS231001R0164,SH201T-C16 Miniature Circuit Breaker - 1,4
2CDS232001R0204,SH202T-C20 Miniature Circuit Breaker - 2,1
2CDS251001R0024,ITM 1P 2A Curva C 6kA - S201C2,31
2CDS251001R0044,ITM 1P 4A Curva C 6kA - S201C4,152
2CDS251001R0064,ITM 1P 6A Curva C 6kA - S201C6,657
2CDS251001R0104,ITM 1P 10A Curva C 6kA - S201C10,679
2CDS251001R0164,ITM 1P 16A Curva C 6kA - S201C16,1624
2CDS251001R0204,ITM 1P 20A Curva C 6kA - S201C20,1237
2CDS251001R0254,ITM 1P 25A Curva C 6kA - S201C25,609
2CDS251001R0324,ITM 1P 32A Curva C 6kA - S201C32,1182
2CDS251001R0404,ITM 1P 40A Curva C 6kA - S201C40,265
2CDS251001R0467,S201-K 16 Miniature Circuit Breaker,7
2CDS251001R0504,ITM 1P 50A Curva C 6kA - S201C50,848
2CDS251001R0634,ITM 1P 63A Curva C 6kA - S201C63,259
2CDS251001R0804,S201-C80 MCB,19
2CDS252001R0024,ITM 2P 2A Curva C 6kA - S202C2,154
2CDS252001R0044,Int. Termomagnético S202 C4 6kA,115
2CDS252001R0064,S202-C 6 Mini Circuit Breaker,170
2CDS252001R0104,ITM 2P 10A Curva C 6kA - S202C10,139
2CDS252001R0164,ITM 2P 16A Curva C 6kA - S202C16,185
2CDS252001R0204,Int. Termomagnético S202 C20 6kA,621
2CDS252001R0254,ITM 2P 25A Curva C 6kA - S202C25,334
2CDS252001R0277,S202-K 2 Miniature Circuit Breaker,13
2CDS252001R0317,S202-K 3 Miniature Circuit Breaker,8
2CDS252001R0324,S202-C32,73
2CDS252001R0337,S202-K 4 Miniature Circuit Breaker,19
2CDS252001R0377,S202-K 6 Miniature Circuit Breaker,35
2CDS252001R0404,ITM 2P 40A Curva C 6kA - S202C40,86
2CDS252001R0407,S202-K 8 Miniature Circuit Breaker,30
2CDS252001R0467,S202-K 16 Miniature Circuit Breaker,43
2CDS252001R0487,S202-K 20 Miniature Circuit Breaker,28
2CDS252001R0504,ITM 2P 50A Curva C 6kA - S202C50,162
2CDS252001R0517,S202-K 25 Miniature Circuit Breaker,19
2CDS252001R0537,S202-K 32 Miniature Circuit Breaker,8
2CDS252001R0577,S202-K 50 Miniature Circuit Breaker,10
2CDS252001R0634,ITM 2P 63A Curva C 6kA - S202C63,124
2CDS252001R0804,S202-C80 MCB,96
2CDS252001R0824,S202-C100,70
2CDS253001R0024,LS  S203-C2,64
2CDS253001R0034,LS  S203-C3,4
2CDS253001R0044,ITM 3P 4A Curva C 6kA - S203C4,111
2CDS253001R0064,ITM 3P 6A Curva C 6kA - S203C6,77
2CDS253001R0104,ITM 3P 10A Curva C 6kA - S203C10,140
2CDS253001R0164,ITM 3P 16A Curva C 6kA - S203C16,159
2CDS253001R0204,ITM 3P 20A Curva C 6kA - S203C20,167
2CDS253001R0254,ITM 3P 25A Curva C 6kA - S203C25,128
2CDS253001R0277,S203-K 2 Miniature Circuit Breaker,15
2CDS253001R0317,S203-K 3 Miniature Circuit Breaker,14
2CDS253001R0324,ITM 3P 32A Curva C 6kA - S203C32,188
2CDS253001R0337,S203-K 4 Miniature Circuit Breaker,17
2CDS253001R0377,S203-K 6 Miniature Circuit Breaker,27
2CDS253001R0404,ITM 3P 40A Curva C 6kA - S203C40,111
2CDS253001R0407,S203-K 8 Miniature Circuit Breaker,28
2CDS253001R0427,S203-K 10 Miniature Circuit Breaker,96
2CDS253001R0467,S203-K 16 Miniature Circuit Breaker,118
2CDS253001R0487,S203-K 20 Miniature Circuit Breaker,105
2CDS253001R0504,ITM 3P 50A Curva C 6kA - S203C50,212
2CDS253001R0517,S203-K 25 Miniature Circuit Breaker,93
2CDS253001R0537,S203-K 32 Miniature Circuit Breaker,80
2CDS253001R0557,S203-K 40 Miniature Circuit Breaker,55
2CDS253001R0577,S203-K 50 Miniature Circuit Breaker,69
2CDS253001R0607,S203-K 63 Miniature Circuit Breaker,64
2CDS253001R0634,ITM 3P 63A Curva C 6kA - S203C63,166
2CDS253001R0804,S203-C80 MCB,26
2CDS253001R0824,S203-C100 MCB,26
2CDS254001R0204,ITM 4P 20A Curva C 6kA - S204C20,2
2CDS254001R0324,ITM 4P 32A Curva C 6kA - S204C32,1
2CDS254001R0804,S204-C80 MCB,4
2CDS254001R0824,S204-C100 MCB,16
2CDS282001R0164,S202P-C16,10
2CDS282001R0324,S202P-C32  Miniature Circuit Breaker,3
2CDS283001R0634,S203P-C63  Miniature Circuit Breaker,1
2CDS284001R0204,S204P-C20  Miniature Circuit Breaker,1
2CDS284001R0324,S204P-C32  Miniature Circuit Breaker,10
2CDS284001R0404,S204P-C40  Miniature Circuit Breaker,16
2CDS284001R0634,S204P-C63  Miniature Circuit Breaker,40
2CDS381001R0164,LS  S301P-C16,20
2CDS381001R0204,LS  S301P-C20,20
2CDS381001R0254,LS  S301P-C25,20
2CDS381001R0324,LS  S301P-C32,20
2CDS381001R0404,LS  S301P-C40,20
2CDS382001R0164,LS  S302P-C16,20
2CDS382001R0204,LS  S302P-C20,20
2CDS382001R0254,LS  S302P-C25,20
2CDS382001R0324,LS  S302P-C32,44
2CDS382001R0404,LS  S302P-C40,20
2CDS382001R0504,Interruptor magnetotérmico  LS  S302P-C50,25
2CDS383001R0164,LS  S303P-C16,20
2CDS383001R0204,LS  S303P-C20,20
2CDS383001R0254,LS  S303P-C25,20
2CDS383001R0324,LS  S303P-C32,20
2CDS383001R0404,LS  S303P-C40,20
2CDS383001R0504,S303P-C50 Miniature Circuit Breaker  C-C,10
2CDS384001R0504,LS  S304P-C50,2
2CJB108120Y0000,OVRHSP801203Y,2
2CJB110120Y0000,OVRHSP1001203Y,1
2CJB110277Y0000,OVRHSP1002773Y,2
2CJB112277Y0002,OVRHSP1202773Y2,2
2CJB116120Y0002,OVRHSP1601203Y2,1
2CJB116277Y0002,OVRHSP1602773Y2,1
2CJB120120Y0002,,1
2CJB120277Y0002,OVRHSP2002773Y2,1
2CJC108120Y4704,OVRHTP 080kA 1203Y 3 Phase Wye  4 Wire + G  Metal Standard Filter,1
2CJC108277Y4704,OVRHTP 080kA 2773Y 3 Phase Wye  4 Wire + G  Metal Standard Filter,1
2CJC112120Y4204,OVRHTP 120kA 1203Y 3 Phase Wye  4 Wire + G  Metal Advanced and counter Filter,1
2CLAT25,COLGANTE NEGRO 22 16 3107,2
2CLDI09,COLGANTE LATON Y BOLA VIDRIO BLANCO,1
2CLDI113,DXD-516-10 COLGANTE NEGRO,1
2CLDI14,D-18035 COLGANTE ALUMINIO CAFE Y ACLIL,2
2CLDI35,COLGANTE ORO 22 16 3107,1
2CLDI89,DXT-88657 COLGANTE ORO BOLA VIDRIO,1
2CLDW19,ESFERA BLANCA COLG NEGRO Y ORO,2
2CLDW20,COLGANTE ESFERAS TRASP NEGRO Y DORADO,2
2CLTP575,COLGANTE NEGRO LBA0124B-5P E14,1
2CLTP621,MDM-4092/3 BK+BGD COLGANTE,2
2CMA142403R1000,BW325TPN = 2CMA142403R1000 - Seccionador BW: 3Polos  25A  color gris,130
2CMA170503R1000,A41 312-100,1
2CMA170512R1000,A42 312-100,1
2CMA170536R1000,A44 311-100,1
2CSF202005R0160,INTERRUPTOR DIFERENCIAL  2P  16AMP 230V,15
2CSF202005R1800,F202 AC-80/0 03,8
2CSF202005R1900,F202 AC-100/0 03,12
2CSF202006R1250,FH202 AC-25/0 03,8
2CSF202066R1250,FH202AC-25/0.03,27
2CSF204005R1800,F204 AC-80/0 03,3
2CSF204005R1900,F204 AC-100/0 03,2
2CSF204006R3250,FH204 AC-25/0 3,6
2CSF204006R3400,FH204 AC-40/0 3,6
2CSF204066R3250,FH204 AC-25/0.3,30
2CSF204066R3400,FH204 AC-40/0.3 Interruptor diferencial,20
2CSG133030R4022,DMTME/96,1
2CSG163030R4022,DMTME-I-485-96,5
2CSG204471R4051,M4M 20 ETHERNET,3
2CSG251141R4051,M4M 20 MODBUS,1
2CSM200923R1801,E 91/32  690VCA/CD,3
2CSM204753R1801,E 93/32  690VCA/CD,15
2CSM222521R1000,DW2,11
2CSM222531R1000,DW1 Interruptor horario digital,15
2CSM277502R1801,2CSM277502R1801,2
2CSM277962R1801,E 93/50  690 VCA,14
2CSM277972R1801,E 92/50  690 VCA,15
2CSM279022R1801,E 91/50  690 VCA,24
2CSS204997R0013,S2C-CM4,47
2CTB802341R2100,OVR T2 40-150 P TS U,3
2CTB802342R2500,OVR T2 1N 40-320 P TS U,11
2CTB802344R2500,OVR T2 2N 40-320 P TS U,9
2CTB802345R2500,OVR T2 3L 40-320 P TS U,5
2CTB802346R2100,OVR T2 3N 40-150 P TS U,4
2CTB802346R2500,OVR T2 3N 40-320 P TS U,16
2DT30LEDFC20VA,LAM LED TUBULAR VINTAGE 2.3W 127V,4
2TAZ662012R2000,power meter with aux supply 100-230 V AC,9
20CTL1942MVN,INTERIOR SUSPENDIDOS S/L 20W100-240VE,1
20CTL8184MVCH,INTERIOR SUSPENDIDOS S/L 20W100-,3
20CTL8187MVN,INTERIOR SUSPENDIDOS S/L 20W100-240VE27,1
2013-GU10/GF,ARBOTANTE ALUMINIO 2XGU10 35W,5
21L81010025,CABLE ALUMINIO (2+1)1/0-2 DRS XLP,200
21l81030105,CABLE ALUMINIO (2+1)3/0-1/0 DRS XLP,360
2100-BM,TAPON CIEGO BLANCO MARFIL,20
2/10017,CONJUNTO TORNILLERIA CTBP-100 PVCUV 7035 BOLSA CON 100 PZ,1
2/10084,UNION JUBPE 60 PVCUV 7035,18
2101.3 BM,APAGADOR SENCILLO 1 MODULO STYLO ESTEVEZ,31
2102.3 BM,APAGADOR ESCALERA 1 MODULO STYLO ESTEVEZ,15
2128 BM,CONTACTO 2P+T 1 MOD MARFIL ESTEVEZ,33
2328 BM,CONTACTO DUPLEX 2P+T MARFIL STYLO ESTEVE,11
24YDLED430MV30B,BUCARAMANGA IX INTERIOR,8
2529 BM,CONTACTO DUPLEX 2P+T FALLO TIERRA C/PLAC,5
2530-BM,CONTACTO DUPLEX 2P+T CON 2 USB C/PLACA,7
2572-BM,PLACA 2 MOD STATUS ESTEVEZ,35
2573BM,PLACA TERMO ESTABLEMARFIL3 SERIE STATUS,21
2820-LED,ARBOTANTE ALUM 1X7W LED CREE GRAFITO,1
286A8863G1,HANDLE  CLOSING,1
3AUA0000058173,ACS355-03E-04A7-2,1
3AUA0000058175,ACS355-03E-07A5-2,1
3AUA0000058176,ACS355-03E-09A8-2,2
3AUA0000058178,ACS355-03E-17A6-2,2
3AUA0000058179,ACS355-03E-24A4-2,5
3AUA0000058180,ACS355-03E-31AO-2,3
3AUA0000058184,ACS355-03E-02A4-4,3
3AUA0000058186,ACS355-03E-04A1-4,1
3AUA0000058187,ACS355-03E-05A6-4,1
3AUA0000058189,ACS-355-03E-08A8-4,3
3AUA0000058190,ACS355-03E-12A5-4 PN: 5.5kW  IN: 12.5A,4
3AUA0000058191,ACS-355-03E-15A6-4,3
3AUA0000058192,ACS355-03E-23A1-4,4
3AUA0000058193,ACS355-03E-31A0-4,4
3AUA0000058194,ACS355-03E-38A0-4,2
3AUA0000058195,ACS355-03E-44A0-4,3
3AUA0000080498,ACS580-01-062A-4,2
3AUA0000080499,ACS580-01-073A-4,2
3AUA0000080504,ACS580-01-145A-4,1
3AXD50000010763,DPMP-EXT,9
3AXD50000038953,ACS580-01-12A7-4,1
3AXD50000038962,ACS580-01-039A-4,1
3AXD50000038963,ACS580-01-046A-4+J400  N1 480V,1
3DA165LEDFC20VA,FOCO LED TIPO FILAMENTO 3W 2000K,3
3DBT160LEDFC20VA,LAMP LED TIPO FILAMENTO 3W 2000K,4
3DG200LEDFC20VA,LUMINARIA LED TIPO FILAMENTO 3W,5
3DT60LEDFC20VA,FOCO VINTAGE ATENUABLE 127V,4
3LMDI14,LAMPARA DE MESA NEGRO Y ORO PLATINADO,2
3LMTP382,LS-MT1343 LAMPARA DE MESA,2
3LMTP543,1355T LAMPARA DE MESA NEGRA,1
3LPDI07,DXT-111822-S LAMPARA DE PISO NEG Y ORO,2
3LPDI17,DXL-88020 LAMPARA DE PIE GOLD,2
3LPDI28,DXL-88479 LAMPARA DE PIE BOLA NEGRA,2
3LPZM12,ML1858031 LAMPARA DE PIE NEGRA,2
3000278515P,EDGE CRUSH,5
3000278516P,EDGE CRUSH,1
3110000,SK TERMOSTATO 5-55º 230V/24V,3
3180,EMPOTRADO P/PISO INOX GU10,5
32DCTLLED205V30S,INTERIOR DEC SUSPENDIDOS 32W3000K2916LM,2
3239110,SK VENTILADOR 105M³/h 115 VAC,3
331A1902G1,331A1902G1,2
3520-LED,EMPOTRADO P/MURO 9 X0.1W LED INOX,5
3720-LED,EMPOTRADO P/MURO 12 X 0.1W LED INOX,5
39181A,CAMPORA LUMINARIO DE MESA SENCILLO,1
433191,UNIDAD DE DISPARO 200A P/INT. FEN,1
436476,FD-R HANDLE DOOR MOUNTED - STD,1
44411,PIJA CABEZA DE GOTA 8X3/8,2000
44541,ARANDELA PLANA 5/32 GALVANIZADA,400
44542,ARANDELA PLANA GALVANIZADA 3/16,1800
44543,ARANDELA PLANA GALVANIZADA 1/4,2200
44544,ARANDELA PLANA GALVANIZADA 5/16,1000
44545,ARANDELA PLANA GALVANIZADA 3/8,1000
44547,ARANDELA PLANA GALVANIZADA 1/2,491
44548,TUERCA HEXAGONAL GALVANIZADA 1/4,1400
44549,TUERCA HEXAGONAL GALVANIZADA 5/16,800
44550,TUERCA HEXAGONAL GALVANIZADA 3/8,446
44552,TUERCA HEXAGONAL 1/2,294
44555,"TUERCA HEXAGONAL DE 3/16"" BOLSA 600PZ",400
44556,TORNILLO CABEZA HEXAGONAL 1/4 X 1/2,500
44557,tornillo cabeza hexagonal 1/4 x 3/4,300
44558,TORNILLO CABEZA HEXAGONAL 1/4 X 1,398
44560,TORNILLO CABEZA HEXAGONAL DE 1/4 X 1 1/2,300
44565,TORNILLO CABEZA HEXAGONAL 5/16 X 3/4,300
44566,TORNILLO CABEZA HEXAGONAL 5/16 X 1,300
44568,TORNILLO CABEZA HEXAGONAL 5/16 X 1 1/12,500
44574,TORNILLO CABEZA HEXAGONAL 3/8 X 3/4,300
44575,TORNILLO CABEZA HEXAGONAL 3/8 X 1,50
44577,TORNILLO CABEZA HEXAGONAL 3/8 X 1 1/2,150
44591,TORNILLO CABEZA HEGANONAL DE 1/2 X 1,100
44593,TORNILLO CABEZA HEXAGONAL 1/2 X 1 1/2,100
44594,TORNILLO CABEZA HEXAGONAL 1/2 X 2,193
44596,TORNILLO CABEZA HEXAGONAL 1/2 X 3,190
44645,PIJA PUNTA DE BROCA CABEZA GOTA 8X1/2,1000
463LIIAJA1BAO,463LIIAJA1BAO,1
47457,CINCHO DE PLASTICO 2.5MM X 100MM,2997
5CTLLED102MV30CT,COLGANTE DE CRISTAL REDONDO,2
500T-041X071-302,CURRENT TRANSFORMER,1
50222,FOCO ESPIRAL 65W 127V  SP PHILCO,25
5031/B,LUMINARIO P/MURO ALUMINIO FUNDIDO BLANCO,5
5194/N,ARBOTANTE EXT C/REJILLA ALUM NGO,5
541A278P001,RESORTE P/CONTACTO MOVIL T-00 1,7
541C-10PK,DETECTOR FOTOELECTRICO DE,30
546A300G002,JUEGO DE CONTACTOS 4P T-0,3
546A301G053,JUEGO DE CONTACTOS 4P T-0,1
546A588P001,SUJETOR DE LA ARMADURA T-00 0 1,9
546A627P001,SUJETOR DE LA ARMADURA T-2,11
546A780G051,JUEGO DE CONTACTOS,15
546A780G052,SUJETOR DE BOBINA,12
546A780G053,JUEGO DE CONTACTOS,21
546A780G054,CUBIERTA PARA CONTACTOS MOVILES T-2,3
546A780G057,BASE MOLDEADA PARA SOPORTE T-2,5
5468/GF,LUMINARIO PARA MURO E27 GRAFITO IP54,5
547A524G001,RESORTE P/CONTACTO MOVIL T-2,10
55-B31A,BOBINA MAGNETICA,1
55-150695G003,BOBINA MAGNETICA,24
55-152313G009,JUEGO DE CONTACTOS T-00,8
55-152313G216,CONTACO DE REEMPLAZO PARA CR353  50A,6
55-152655G008,CUBIERTA PARA CONTACTOS MOVILES T-3,2
55-152655G009,CUBIERTA P/CONTACTOS MOVILES 4,7
55-152821G004,RESORTE P/CONTACTO MOVIL T-3 4,14
55-153205G002,RESORTE P/CONTACTO MOVIL T-5 6,13
55-153677G002,JUEGO DE CONTACTOS T-3,5
55-153677G049,BASE MOLDEADA PARA SOPORTE T-3,1
55-153677G051,BASE MOLDEADA PARA SOPORTE T-3,3
55-153678G002,JUEGO DE CONTACTOS NEMA4,10
55-153678G030,BASE MOLDEADA PARA SOPORTE T-4,6
55-154607G046,SUJETOR DE LA ARMADURA T-5 6,12
55-501321P001,BOBINA PARA CONTACTOR,8
55-501336G002,BOBINA N3 115-120V,9
55-501336G003,BOBINA,22
55-501336G004,BOBINA N3 460-480V,11
55-501336G063,BOBINA MAG. T-3 208/V,1
55-501394G013,BOBINA MAGNETICA,2
55-501463G002,BOBINA 100-120v,1
55-501463G003,BOBINA  PARA CONTACTOR,9
55-501463G004,BOBINA MAGNETICA,4
55-501463G063,BOBINA MAG.,1
55-501464G002,BOBINA MAG. T-4 127V,1
55-501464G003,BOBINA MAG. T-4 220V,2
55-501493G002,BOBINA MAG. T-5 127V,5
55-501493G003,BOBINA MAG. T-5 220V,4
55-530245G001,CUBIERTA PARA CONTACTOS MOVILES T-5 6,4
55-530249G002,BOBINA MAGNETICA,7
55-530249G003,BOBINA MAGNETICA,1
55-536548G002,COIL 55-536548G002 T6 120V,2
55-536548G003,BOBINA MAG. T-6 220V,4
55-55750324,"CONTACTO BARRA ""T""",11
55-750320P007,BARRA SOPORTE P/CONTACTO MOVIL T-3,7
560097,SENSOR DE NEUTRO 110MM DIAMETRO 250A,2
568TS-252,TRANSFORMADOR FREC2500 5A DE 50 A 400HZ,3
569B737P1,569B737P1 REMPLAZO DE SEGURO,29
5801-W,RECEP SENCILA A TIERRA,45
597956,C.DE CARGA ACUARIA IP55 3/5,30
597958,AQUARIA IP65-IK081R,11
597959,GABINETE AQUARIA  6/12MOD 250X250X145,14
597962,BARRA DE NEUTRO P/C.DE C.,35
6DCTLLED8207V30C,6DCTLLED8207V30C,2
6DG9LED30V360,FOCO AMPOLLETA 6W BASE G9,30
6GU10LLED40MV36,FOCO LED 6W BASE GU10  4000K,3
6KFP23001X9XXXA1,AF600FP trifásico  230 V  0 75 kW  IP20,1
6KG1143005X1B1,AJUSTADOR DE FRECUENCIA P/DRIVE,1
6MR16LLED40MV36,FCO MR16 6W 4000K,9
6PAR20LED30MV25,LAMPARA LED PAR20 6W100-,3
6PAR20LED65MV25,LAMPARA LED PAR20 6W100-,10
60CTL8172MVCA,LUM INTERIOR SUSPENDIDOS100-240VE27,1
60YD221MVN,ARILLO PARA MR16 COLOR NEGRO,1
6043/GF,LUMINARIO PARA MURO E27 IP44 GRAFITO,2
606166,INT. DIFERENCIAL BP4P 80A 30MA,2
606168,INT. DIFERENCIAL 4P 25A 100MA,19
606170,INT. DIFERENCIAL BP 4P 63A 100MA,1
606179,INT.DIFERENCIAL 4P 40A BPC440/300,1
60666,ESMERILADORA CON ACCESORIOS MILWAUKEE,2
608413,INTERRUPTOR DIFERENCIAL 2P 63AMP DCG263/,9
608415,RELEVADOR DIFERENCIAL 4P 25AMP,7
608417,INT. DIRENCIAL 4P 40A 30MA,11
608419,INT.DIFERENCIAL 4P 63AMP,6
609841,INT. RED LINE 1PN 16A 30MA,12
609842,DM60C20/030 ITD 1PN 20A 30MA,5
609844,INT. RED LINE 1PN 30A 30MA,14
610303,FIX-O-RAIL 750X355X142 72MOD.,1
610374,CENTRO DE CARGA 675X375X108MM,1
6129533G1,BLOCK DE PRUEBA 4 POLE TEST PLUG TYPE PK,1
617992,DISTRIBUIDOR 160A 4P CON CUBIERTA,1
619101,GABINETE MODULAR 200,3
619118,TIERRAS,2
619605,BASE RD,5
64691473,ACS-CP-A,15
64739000,PANEL BASICO ACSCPC,1
65L817TE1,BANCO DE CAPACITORES  DE,2
666380,SERIES MT GE MT CT 300,4
667508,SUPRESOR TENSIONES TRANCITORIOS DC MONOB,103
672038,INT.ELFA PLUS EP60 6KA 1P CURVA C 2A 230,3
672047,INT.ELFA PLUS EP60 6KA 1P CURVA C 25A 23,28
672048,INT.ELFA PLUS EP60 6KA 1P CURVA C 32A 23,24
672049,INT.ELFA PLUS EP60 6KA 1P CURVA C 40A 23,33
672079,INT.ELFA PLUS EP60 6KA 2P CURVA C 25A 23,18
672081,INT.ELFA PLUS EP60 6KA 2P CURVA C 40A 23,4
672095,INT.ELFA PLUS EP60 6KA 3P CURVA C 25A 23,4
673326,INT.16AMP 600VDC EPC100UC,17
674598,INT. REDLINE 10KA 1P 2A CURVA C 240V,7
674600,INT. REDLINE 10KA 2P 4A CURVA C 240V,12
674601,INT. REDLINE 10KA 1P 6A CURVA C 240V,9
674603,INT. REDLINE 10KA 1P 10A CURVA C 240V,30
674605,G61C16,3
674606,INT. REDLINE 10KA 1P 20A CURVA C 240V,27
674608,INT. REDLINE 10KA 1P 32 CURVA C 240V,10
674633,INT. REDLINE 10KA 2P 6A CURVA C 240V,1
674635,INT. REDLINE 10KA 2P 10A CURVA C 240V,36
674637,G62C16,1
674638,INT. REDLINE 10KA 2P 20A CURVA C 240V,37
674640,MINI INTERRUPTOR IEC 2P 32A 240V,12
674641,MINI ITERRUPTOR IEC 2P 40A 240V,11
674642,INT. REDLINE 10KA 2P 50A CURVA C 240V,15
674643,MINI INTERRUPTOR IEC 2P 63A 240V,19
674653,G63C16,5
674654,INT. REDLINE 10KA 3P 20A CURVA C 240V,14
674656,G63C32,6
674658,INT. REDLINE 10KA 3P 50A CURVA C 240V,5
674659,INT. REDLINE 10KA 3P 63A CURVA C 240V,4
674665,INT. REDLINE 10KA 4P 6A CURVA C 240V,2
